# [b"Cross sections for CH\nConverted from earlier Leiden database cross sections by Helgi Rafn Hr\xc3\xb3\xc3\xb0marsson 2022/11/16\nPhotodissociation source: CH P.D. cf. van Dishoeck ('87)\nPhotoionisation source: CH P.I. CF. Gans+ (2016), Wang+ (2021)\nLines represented with gaussian of width 1.0 nm FWHM\nwavelength: (nm)\nphotoabsorption:    cross section (cm2)\nphotodissociation:  cross section (cm2)\nphotoionisation:    cross section (cm2)"]
# 
# wavelength   photoabsorption photodissociation   photoionisation
 135.0000000       5.00000e-20       5.00000e-20       0.00000e+00
 135.1000000       5.00000e-20       5.00000e-20       0.00000e+00
 135.2000000       5.00000e-20       5.00000e-20       0.00000e+00
 135.3000000       5.00000e-20       5.00000e-20       0.00000e+00
 135.4000000       5.00000e-20       5.00000e-20       0.00000e+00
 135.5000000       7.02743e-20       7.02743e-20       0.00000e+00
 135.6000000       1.57033e-19       1.57033e-19       0.00000e+00
 135.7000000       3.31974e-19       3.31974e-19       0.00000e+00
 135.8000000       6.63948e-19       6.63948e-19       0.00000e+00
 135.9000000       1.25627e-18       1.25627e-18       0.00000e+00
 136.0000000       2.24878e-18       2.24878e-18       0.00000e+00
 136.1000000       3.80828e-18       3.80828e-18       0.00000e+00
 136.2000000       6.10140e-18       6.10140e-18       0.00000e+00
 136.3000000       9.24800e-18       9.24800e-18       0.00000e+00
 136.4000000       1.32612e-17       1.32612e-17       0.00000e+00
 136.5000000       1.79902e-17       1.79902e-17       0.00000e+00
 136.6000000       2.30891e-17       2.30891e-17       0.00000e+00
 136.7000000       2.80347e-17       2.80347e-17       0.00000e+00
 136.8000000       3.22034e-17       3.22034e-17       0.00000e+00
 136.9000000       3.49966e-17       3.49966e-17       0.00000e+00
 137.0000000       3.59804e-17       3.59804e-17       0.00000e+00
 137.1000000       3.49966e-17       3.49966e-17       0.00000e+00
 137.2000000       3.22034e-17       3.22034e-17       0.00000e+00
 137.3000000       2.80347e-17       2.80347e-17       0.00000e+00
 137.4000000       2.30891e-17       2.30891e-17       0.00000e+00
 137.5000000       1.79902e-17       1.79902e-17       0.00000e+00
 137.6000000       1.32612e-17       1.32612e-17       0.00000e+00
 137.7000000       9.24800e-18       9.24800e-18       0.00000e+00
 137.8000000       6.10140e-18       6.10140e-18       0.00000e+00
 137.9000000       3.80828e-18       3.80828e-18       0.00000e+00
 138.0000000       2.24878e-18       2.24878e-18       0.00000e+00
 138.1000000       1.25627e-18       1.25627e-18       0.00000e+00
 138.2000000       6.63948e-19       6.63948e-19       0.00000e+00
 138.3000000       3.31974e-19       3.31974e-19       0.00000e+00
 138.4000000       1.57033e-19       1.57033e-19       0.00000e+00
 138.5000000       7.02743e-20       7.02743e-20       0.00000e+00
 138.6000000       5.00000e-20       5.00000e-20       0.00000e+00
 138.7000000       5.00000e-20       5.00000e-20       0.00000e+00
 138.8000000       5.00000e-20       5.00000e-20       0.00000e+00
 138.9000000       5.00000e-20       5.00000e-20       0.00000e+00
 139.0000000       5.00000e-20       5.00000e-20       0.00000e+00
 139.1000000       5.00000e-20       5.00000e-20       0.00000e+00
 139.2000000       5.00000e-20       5.00000e-20       0.00000e+00
 139.3000000       5.00000e-20       5.00000e-20       0.00000e+00
 139.4000000       5.00000e-20       5.00000e-20       0.00000e+00
 139.5000000       5.00000e-20       5.00000e-20       0.00000e+00
 139.6000000       5.00000e-20       5.00000e-20       0.00000e+00
 139.7000000       5.00000e-20       5.00000e-20       0.00000e+00
 139.8000000       5.00000e-20       5.00000e-20       0.00000e+00
 139.9000000       5.00000e-20       5.00000e-20       0.00000e+00
 140.1000000       5.00000e-20       5.00000e-20       0.00000e+00
 140.9000000       5.00000e-20       5.00000e-20       0.00000e+00
 141.0000000       5.00000e-20       5.00000e-20       0.00000e+00
 141.1000000       5.00000e-20       5.00000e-20       0.00000e+00
 141.2000000       5.00000e-20       5.00000e-20       0.00000e+00
 141.3000000       5.00000e-20       5.00000e-20       0.00000e+00
 141.4000000       5.00000e-20       5.00000e-20       0.00000e+00
 141.5000000       5.00000e-20       5.00000e-20       0.00000e+00
 141.6000000       5.00000e-20       5.00000e-20       0.00000e+00
 141.7000000       5.00000e-20       5.00000e-20       0.00000e+00
 141.8000000       5.00000e-20       5.00000e-20       0.00000e+00
 141.9000000       5.00000e-20       5.00000e-20       0.00000e+00
 142.0000000       5.00000e-20       5.00000e-20       0.00000e+00
 142.1000000       5.00000e-20       5.00000e-20       0.00000e+00
 142.2000000       5.00000e-20       5.00000e-20       0.00000e+00
 142.3000000       5.00000e-20       5.00000e-20       0.00000e+00
 142.4000000       5.00000e-20       5.00000e-20       0.00000e+00
 142.5000000       5.00000e-20       5.00000e-20       0.00000e+00
 142.6000000       5.00000e-20       5.00000e-20       0.00000e+00
 142.7000000       5.00000e-20       5.00000e-20       0.00000e+00
 142.8000000       7.97431e-20       7.97431e-20       0.00000e+00
 142.9000000       1.50883e-19       1.50883e-19       0.00000e+00
 143.0000000       2.70088e-19       2.70088e-19       0.00000e+00
 143.1000000       4.57392e-19       4.57392e-19       0.00000e+00
 143.2000000       7.32806e-19       7.32806e-19       0.00000e+00
 143.3000000       1.11073e-18       1.11073e-18       0.00000e+00
 143.4000000       1.59273e-18       1.59273e-18       0.00000e+00
 143.5000000       2.16071e-18       2.16071e-18       0.00000e+00
 143.6000000       2.77311e-18       2.77311e-18       0.00000e+00
 143.7000000       3.36709e-18       3.36709e-18       0.00000e+00
 143.8000000       3.86777e-18       3.86777e-18       0.00000e+00
 143.9000000       4.20324e-18       4.20324e-18       0.00000e+00
 144.0000000       4.32141e-18       4.32141e-18       0.00000e+00
 144.1000000       4.20324e-18       4.20324e-18       0.00000e+00
 144.2000000       3.86777e-18       3.86777e-18       0.00000e+00
 144.3000000       3.36709e-18       3.36709e-18       0.00000e+00
 144.4000000       2.77311e-18       2.77311e-18       0.00000e+00
 144.5000000       2.16071e-18       2.16071e-18       0.00000e+00
 144.6000000       1.59273e-18       1.59273e-18       0.00000e+00
 144.7000000       1.11073e-18       1.11073e-18       0.00000e+00
 144.8000000       7.32806e-19       7.32806e-19       0.00000e+00
 144.9000000       4.57392e-19       4.57392e-19       0.00000e+00
 145.0000000       2.70088e-19       2.70088e-19       0.00000e+00
 145.0000000       2.70088e-19       2.70088e-19       0.00000e+00
 145.1000000       1.59772e-19       1.59772e-19       0.00000e+00
 145.2000000       9.75208e-20       9.75208e-20       0.00000e+00
 145.3000000       6.65382e-20       6.65382e-20       0.00000e+00
 145.4000000       5.44159e-20       5.44159e-20       0.00000e+00
 145.5000000       5.28847e-20       5.28847e-20       0.00000e+00
 145.6000000       5.69067e-20       5.69067e-20       0.00000e+00
 145.7000000       6.36535e-20       6.36535e-20       0.00000e+00
 145.8000000       7.16535e-20       7.16535e-20       0.00000e+00
 145.9000000       8.01944e-20       8.01944e-20       0.00000e+00
 145.9000000       8.01944e-20       8.01944e-20       0.00000e+00
 146.0000000       1.10066e-19       1.10066e-19       0.00000e+00
 146.1000000       1.40021e-19       1.40021e-19       0.00000e+00
 146.2000000       1.70006e-19       1.70006e-19       0.00000e+00
 146.3000000       2.00002e-19       2.00002e-19       0.00000e+00
 146.4000000       2.30001e-19       2.30001e-19       0.00000e+00
 146.5000000       2.60000e-19       2.60000e-19       0.00000e+00
 146.6000000       2.90000e-19       2.90000e-19       0.00000e+00
 146.7000000       3.20000e-19       3.20000e-19       0.00000e+00
 146.8000000       3.50000e-19       3.50000e-19       0.00000e+00
 146.9000000       3.80000e-19       3.80000e-19       0.00000e+00
 147.1000000       4.40000e-19       4.40000e-19       0.00000e+00
 147.6000000       5.90000e-19       5.90000e-19       0.00000e+00
 149.4000000       2.38000e-18       2.38000e-18       0.00000e+00
 151.2000000       6.16000e-18       6.16000e-18       0.00000e+00
 151.9000000       8.31158e-18       8.31158e-18       0.00000e+00
 152.0000000       8.61895e-18       8.61895e-18       0.00000e+00
 152.1000000       8.92632e-18       8.92632e-18       0.00000e+00
 152.2000000       9.23368e-18       9.23368e-18       0.00000e+00
 152.3000000       9.54105e-18       9.54105e-18       0.00000e+00
 152.4000000       9.84842e-18       9.84842e-18       0.00000e+00
 152.5000000       1.01558e-17       1.01558e-17       0.00000e+00
 152.6000000       1.04632e-17       1.04632e-17       0.00000e+00
 152.7000000       1.07705e-17       1.07705e-17       0.00000e+00
 152.8000000       1.10779e-17       1.10779e-17       0.00000e+00
 152.9000000       1.13853e-17       1.13853e-17       0.00000e+00
 153.0000000       1.16928e-17       1.16928e-17       0.00000e+00
 153.1000000       1.20006e-17       1.20006e-17       0.00000e+00
 153.1000000       1.20006e-17       1.20006e-17       0.00000e+00
 153.2000000       1.25017e-17       1.25017e-17       0.00000e+00
 153.3000000       1.30044e-17       1.30044e-17       0.00000e+00
 153.4000000       1.35109e-17       1.35109e-17       0.00000e+00
 153.5000000       1.40257e-17       1.40257e-17       0.00000e+00
 153.6000000       1.45574e-17       1.45574e-17       0.00000e+00
 153.7000000       1.51213e-17       1.51213e-17       0.00000e+00
 153.8000000       1.57427e-17       1.57427e-17       0.00000e+00
 153.9000000       1.64592e-17       1.64592e-17       0.00000e+00
 154.0000000       1.73220e-17       1.73220e-17       0.00000e+00
 154.1000000       1.83921e-17       1.83921e-17       0.00000e+00
 154.2000000       1.97303e-17       1.97303e-17       0.00000e+00
 154.2000000       1.97303e-17       1.97303e-17       0.00000e+00
 154.3000000       2.15805e-17       2.15805e-17       0.00000e+00
 154.4000000       2.37474e-17       2.37474e-17       0.00000e+00
 154.5000000       2.61761e-17       2.61761e-17       0.00000e+00
 154.6000000       2.87399e-17       2.87399e-17       0.00000e+00
 154.7000000       3.12477e-17       3.12477e-17       0.00000e+00
 154.8000000       3.34715e-17       3.34715e-17       0.00000e+00
 154.9000000       3.51925e-17       3.51925e-17       0.00000e+00
 155.0000000       3.62521e-17       3.62521e-17       0.00000e+00
 155.0000000       3.62521e-17       3.62521e-17       0.00000e+00
 155.1000000       3.68425e-17       3.68425e-17       0.00000e+00
 155.2000000       3.67715e-17       3.67715e-17       0.00000e+00
 155.3000000       3.61977e-17       3.61977e-17       0.00000e+00
 155.4000000       3.53399e-17       3.53399e-17       0.00000e+00
 155.5000000       3.44261e-17       3.44261e-17       0.00000e+00
 155.6000000       3.36474e-17       3.36474e-17       0.00000e+00
 155.7000000       3.31305e-17       3.31305e-17       0.00000e+00
 155.8000000       3.29303e-17       3.29303e-17       0.00000e+00
 155.8000000       3.29303e-17       3.29303e-17       0.00000e+00
 155.9000000       3.30171e-17       3.30171e-17       0.00000e+00
 156.0000000       3.33720e-17       3.33720e-17       0.00000e+00
 156.1000000       3.39342e-17       3.39342e-17       0.00000e+00
 156.2000000       3.46427e-17       3.46427e-17       0.00000e+00
 156.3000000       3.54463e-17       3.54463e-17       0.00000e+00
 156.4000000       3.63074e-17       3.63074e-17       0.00000e+00
 156.5000000       3.72007e-17       3.72007e-17       0.00000e+00
 156.6000000       3.81109e-17       3.81109e-17       0.00000e+00
 156.6000000       3.81109e-17       3.81109e-17       0.00000e+00
 156.7000000       3.84377e-17       3.84377e-17       0.00000e+00
 156.8000000       3.87683e-17       3.87683e-17       0.00000e+00
 156.9000000       3.91006e-17       3.91006e-17       0.00000e+00
 156.9000000       3.91006e-17       3.91006e-17       0.00000e+00
 157.0000000       3.85752e-17       3.85752e-17       0.00000e+00
 157.1000000       3.80501e-17       3.80501e-17       0.00000e+00
 157.2000000       3.75250e-17       3.75250e-17       0.00000e+00
 157.3000000       3.70000e-17       3.70000e-17       0.00000e+00
 157.3000000       3.70000e-17       3.70000e-17       0.00000e+00
 157.4000000       3.56000e-17       3.56000e-17       0.00000e+00
 157.5000000       3.42000e-17       3.42000e-17       0.00000e+00
 157.6000000       3.28000e-17       3.28000e-17       0.00000e+00
 157.7000000       3.14000e-17       3.14000e-17       0.00000e+00
 157.8000000       3.00000e-17       3.00000e-17       0.00000e+00
 157.9000000       2.86000e-17       2.86000e-17       0.00000e+00
 158.1000000       2.58000e-17       2.58000e-17       0.00000e+00
 159.0000000       1.50000e-17       1.50000e-17       0.00000e+00
 159.8000000       8.40000e-18       8.40000e-18       0.00000e+00
 161.0000000       3.70000e-18       3.70000e-18       0.00000e+00
 163.1000000       1.20000e-18       1.20000e-18       0.00000e+00
 165.3000000       4.20000e-19       4.20000e-19       0.00000e+00
 167.6000000       1.70000e-19       1.70000e-19       0.00000e+00
 170.0000000       5.00000e-20       5.00000e-20       0.00000e+00
 172.4000000       5.00000e-20       5.00000e-20       0.00000e+00
 177.3000000       1.40000e-19       1.40000e-19       0.00000e+00
 182.5000000       7.70000e-19       7.70000e-19       0.00000e+00
 185.2000000       1.57000e-18       1.57000e-18       0.00000e+00
 188.0000000       3.03000e-18       3.03000e-18       0.00000e+00
 190.9000000       5.12000e-18       5.12000e-18       0.00000e+00
 193.9000000       7.16000e-18       7.16000e-18       0.00000e+00
 197.0000000       8.44000e-18       8.44000e-18       0.00000e+00
 198.6000000       8.50000e-18       8.50000e-18       0.00000e+00
 200.2000000       7.56000e-18       7.56000e-18       0.00000e+00
 201.6000000       5.53000e-18       5.53000e-18       0.00000e+00
 203.5000000       3.68000e-18       3.68000e-18       0.00000e+00
 206.9000000       1.31000e-18       1.31000e-18       0.00000e+00
 210.0000000       5.40000e-19       5.40000e-19       0.00000e+00
 220.0000000       0.00000e+00       0.00000e+00       0.00000e+00
 311.6000000       0.00000e+00       0.00000e+00       0.00000e+00
 311.7000000       9.02260e-28       9.02260e-28       0.00000e+00
 311.8000000       4.63194e-27       4.63194e-27       0.00000e+00
 311.9000000       2.24963e-26       2.24963e-26       0.00000e+00
 312.0000000       1.03366e-25       1.03366e-25       0.00000e+00
 312.1000000       4.49325e-25       4.49325e-25       0.00000e+00
 312.2000000       1.84783e-24       1.84783e-24       0.00000e+00
 312.3000000       7.18920e-24       7.18920e-24       0.00000e+00
 312.4000000       2.64617e-23       2.64617e-23       0.00000e+00
 312.5000000       9.21448e-23       9.21448e-23       0.00000e+00
 312.6000000       3.03559e-22       3.03559e-22       0.00000e+00
 312.7000000       9.46089e-22       9.46089e-22       0.00000e+00
 312.8000000       2.78958e-21       2.78958e-21       0.00000e+00
 312.9000000       7.78149e-21       7.78149e-21       0.00000e+00
 313.0000000       2.05355e-20       2.05355e-20       0.00000e+00
 313.1000000       5.12701e-20       5.12701e-20       0.00000e+00
 313.2000000       1.21099e-19       1.21099e-19       0.00000e+00
 313.3000000       2.70605e-19       2.70605e-19       0.00000e+00
 313.4000000       5.72070e-19       5.72070e-19       0.00000e+00
 313.5000000       1.14414e-18       1.14414e-18       0.00000e+00
 313.6000000       2.16484e-18       2.16484e-18       0.00000e+00
 313.7000000       3.87518e-18       3.87518e-18       0.00000e+00
 313.8000000       6.56258e-18       6.56258e-18       0.00000e+00
 313.9000000       1.05142e-17       1.05142e-17       0.00000e+00
 314.0000000       1.59365e-17       1.59365e-17       0.00000e+00
 314.1000000       2.28522e-17       2.28522e-17       0.00000e+00
 314.2000000       3.10014e-17       3.10014e-17       0.00000e+00
 314.3000000       3.97880e-17       3.97880e-17       0.00000e+00
 314.4000000       4.83104e-17       4.83104e-17       0.00000e+00
 314.5000000       5.54941e-17       5.54941e-17       0.00000e+00
 314.6000000       6.03074e-17       6.03074e-17       0.00000e+00
 314.7000000       6.20029e-17       6.20029e-17       0.00000e+00
 314.8000000       6.03074e-17       6.03074e-17       0.00000e+00
 314.9000000       5.54941e-17       5.54941e-17       0.00000e+00
 315.0000000       4.83104e-17       4.83104e-17       0.00000e+00
 315.1000000       3.97880e-17       3.97880e-17       0.00000e+00
 315.2000000       3.10014e-17       3.10014e-17       0.00000e+00
 315.3000000       2.28522e-17       2.28522e-17       0.00000e+00
 315.4000000       1.59365e-17       1.59365e-17       0.00000e+00
 315.5000000       1.05142e-17       1.05142e-17       0.00000e+00
 315.6000000       6.56258e-18       6.56258e-18       0.00000e+00
 315.7000000       3.87518e-18       3.87518e-18       0.00000e+00
 315.8000000       2.16484e-18       2.16484e-18       0.00000e+00
 315.9000000       1.14414e-18       1.14414e-18       0.00000e+00
 316.0000000       5.72070e-19       5.72070e-19       0.00000e+00
 316.1000000       2.70605e-19       2.70605e-19       0.00000e+00
 316.2000000       1.21099e-19       1.21099e-19       0.00000e+00
 316.3000000       5.12701e-20       5.12701e-20       0.00000e+00
 316.4000000       2.05355e-20       2.05355e-20       0.00000e+00
 316.5000000       7.78149e-21       7.78149e-21       0.00000e+00
 316.6000000       2.78958e-21       2.78958e-21       0.00000e+00
 316.7000000       9.46089e-22       9.46089e-22       0.00000e+00
 316.8000000       3.03559e-22       3.03559e-22       0.00000e+00
 316.9000000       9.21448e-23       9.21448e-23       0.00000e+00
 317.0000000       2.64617e-23       2.64617e-23       0.00000e+00
 317.1000000       7.18920e-24       7.18920e-24       0.00000e+00
 317.2000000       1.84783e-24       1.84783e-24       0.00000e+00
 317.3000000       4.49325e-25       4.49325e-25       0.00000e+00
 317.4000000       1.03366e-25       1.03366e-25       0.00000e+00
 317.5000000       2.24963e-26       2.24963e-26       0.00000e+00
 317.6000000       4.63194e-27       4.63194e-27       0.00000e+00
 317.8000000       0.00000e+00       0.00000e+00       0.00000e+00
 325.0000000       0.00000e+00       0.00000e+00       0.00000e+00
 330.0000000       1.00000e-20       1.00000e-20       0.00000e+00
 334.8000000       6.70000e-20       6.70000e-20       0.00000e+00
 340.3000000       1.10000e-19       1.10000e-19       0.00000e+00
 344.1000000       1.80000e-19       1.80000e-19       0.00000e+00
 346.0000000       2.30000e-19       2.30000e-19       0.00000e+00
 348.0000000       2.90000e-19       2.90000e-19       0.00000e+00
 349.9000000       3.30000e-19       3.30000e-19       0.00000e+00
 351.9000000       3.40000e-19       3.40000e-19       0.00000e+00
 353.9000000       3.00000e-19       3.00000e-19       0.00000e+00
 355.9000000       2.40000e-19       2.40000e-19       0.00000e+00
 358.0000000       1.60000e-19       1.60000e-19       0.00000e+00
