# [b'Cross sections for NH2\rConverted from earlier Leiden database cross sections by Helgi Rafn Hr\xc3\xb3\xc3\xb0marsson 2022-11-24\rPhotodissociation source: NH2 Saxon+(1983),  Koch (1997)\rPhotoionization: Harper+(2021)\rwavelength: (nm)\rphotoabsorption:    cross section (cm2)\rphotodissociation:  cross section (cm2)']
# 
# wavelength   photoabsorption photodissociation   photoionisation
  85.6200000       8.43895e-18       0.00000e+00       8.43895e-18
  85.6300000       8.38051e-18       0.00000e+00       8.38051e-18
  85.6400000       8.37294e-18       0.00000e+00       8.37294e-18
  85.6500000       8.36396e-18       0.00000e+00       8.36396e-18
  85.6600000       8.33510e-18       0.00000e+00       8.33510e-18
  85.6700000       8.32936e-18       0.00000e+00       8.32936e-18
  85.6800000       8.33767e-18       0.00000e+00       8.33767e-18
  85.6900000       8.36843e-18       0.00000e+00       8.36843e-18
  85.7000000       8.37756e-18       0.00000e+00       8.37756e-18
  85.7100000       8.37833e-18       0.00000e+00       8.37833e-18
  85.7200000       8.37911e-18       0.00000e+00       8.37911e-18
  85.7300000       8.37988e-18       0.00000e+00       8.37988e-18
  85.7400000       8.37670e-18       0.00000e+00       8.37670e-18
  85.7500000       8.34784e-18       0.00000e+00       8.34784e-18
  85.7600000       8.33630e-18       0.00000e+00       8.33630e-18
  85.7700000       8.33544e-18       0.00000e+00       8.33544e-18
  85.7800000       8.30620e-18       0.00000e+00       8.30620e-18
  85.7900000       8.29274e-18       0.00000e+00       8.29274e-18
  85.8000000       8.29351e-18       0.00000e+00       8.29351e-18
  85.8100000       8.29428e-18       0.00000e+00       8.29428e-18
  85.8200000       8.33867e-18       0.00000e+00       8.33867e-18
  85.8300000       8.43311e-18       0.00000e+00       8.43311e-18
  85.8400000       8.43429e-18       0.00000e+00       8.43429e-18
  85.8500000       8.43507e-18       0.00000e+00       8.43507e-18
  85.8600000       8.43584e-18       0.00000e+00       8.43584e-18
  85.8700000       8.32840e-18       0.00000e+00       8.32840e-18
  85.8800000       8.24338e-18       0.00000e+00       8.24338e-18
  85.8900000       8.21414e-18       0.00000e+00       8.21414e-18
  85.9000000       8.18492e-18       0.00000e+00       8.18492e-18
  85.9100000       8.16436e-18       0.00000e+00       8.16436e-18
  85.9200000       8.16513e-18       0.00000e+00       8.16513e-18
  85.9300000       8.18810e-18       0.00000e+00       8.18810e-18
  85.9400000       8.19991e-18       0.00000e+00       8.19991e-18
  85.9500000       8.14070e-18       0.00000e+00       8.14070e-18
  85.9600000       8.08202e-18       0.00000e+00       8.08202e-18
  85.9700000       8.02745e-18       0.00000e+00       8.02745e-18
  85.9800000       7.99859e-18       0.00000e+00       7.99859e-18
  85.9900000       7.98698e-18       0.00000e+00       7.98698e-18
  86.0000000       7.98934e-18       0.00000e+00       7.98934e-18
  86.0100000       8.02010e-18       0.00000e+00       8.02010e-18
  86.0200000       8.05108e-18       0.00000e+00       8.05108e-18
  86.0300000       8.08185e-18       0.00000e+00       8.08185e-18
  86.0400000       8.08262e-18       0.00000e+00       8.08262e-18
  86.0500000       8.09811e-18       0.00000e+00       8.09811e-18
  86.0600000       8.12928e-18       0.00000e+00       8.12928e-18
  86.0700000       8.13084e-18       0.00000e+00       8.13084e-18
  86.0800000       8.11826e-18       0.00000e+00       8.11826e-18
  86.0900000       8.08904e-18       0.00000e+00       8.08904e-18
  86.1000000       8.05981e-18       0.00000e+00       8.05981e-18
  86.1100000       8.03058e-18       0.00000e+00       8.03058e-18
  86.1200000       8.00137e-18       0.00000e+00       8.00137e-18
  86.1300000       7.94773e-18       0.00000e+00       7.94773e-18
  86.1400000       7.89830e-18       0.00000e+00       7.89830e-18
  86.1500000       7.86944e-18       0.00000e+00       7.86944e-18
  86.1600000       8.00067e-18       0.00000e+00       8.00067e-18
  86.1700000       8.13857e-18       0.00000e+00       8.13857e-18
  86.1800000       8.13935e-18       0.00000e+00       8.13935e-18
  86.1900000       8.14013e-18       0.00000e+00       8.14013e-18
  86.2000000       8.13405e-18       0.00000e+00       8.13405e-18
  86.2100000       8.10483e-18       0.00000e+00       8.10483e-18
  86.2200000       8.11753e-18       0.00000e+00       8.11753e-18
  86.2300000       8.14322e-18       0.00000e+00       8.14322e-18
  86.2400000       8.14399e-18       0.00000e+00       8.14399e-18
  86.2500000       8.10687e-18       0.00000e+00       8.10687e-18
  86.2600000       8.04839e-18       0.00000e+00       8.04839e-18
  86.2700000       7.98991e-18       0.00000e+00       7.98991e-18
  86.2800000       7.96353e-18       0.00000e+00       7.96353e-18
  86.2900000       7.96468e-18       0.00000e+00       7.96468e-18
  86.3000000       7.99585e-18       0.00000e+00       7.99585e-18
  86.3100000       8.04269e-18       0.00000e+00       8.04269e-18
  86.3200000       8.10502e-18       0.00000e+00       8.10502e-18
  86.3300000       8.16662e-18       0.00000e+00       8.16662e-18
  86.3400000       8.19763e-18       0.00000e+00       8.19763e-18
  86.3500000       8.19841e-18       0.00000e+00       8.19841e-18
  86.3600000       8.25756e-18       0.00000e+00       8.25756e-18
  86.3700000       8.29171e-18       0.00000e+00       8.29171e-18
  86.3800000       8.29249e-18       0.00000e+00       8.29249e-18
  86.3900000       8.32104e-18       0.00000e+00       8.32104e-18
  86.4000000       8.33993e-18       0.00000e+00       8.33993e-18
  86.4100000       8.34071e-18       0.00000e+00       8.34071e-18
  86.4200000       8.31524e-18       0.00000e+00       8.31524e-18
  86.4300000       8.26609e-18       0.00000e+00       8.26609e-18
  86.4400000       8.17912e-18       0.00000e+00       8.17912e-18
  86.4500000       8.11426e-18       0.00000e+00       8.11426e-18
  86.4600000       8.05595e-18       0.00000e+00       8.05595e-18
  86.4700000       7.99821e-18       0.00000e+00       7.99821e-18
  86.4800000       7.97899e-18       0.00000e+00       7.97899e-18
  86.4900000       7.98363e-18       0.00000e+00       7.98363e-18
  86.5000000       8.01439e-18       0.00000e+00       8.01439e-18
  86.5100000       8.02718e-18       0.00000e+00       8.02718e-18
  86.5200000       8.02380e-18       0.00000e+00       8.02380e-18
  86.5300000       7.96456e-18       0.00000e+00       7.96456e-18
  86.5400000       7.90575e-18       0.00000e+00       7.90575e-18
  86.5500000       7.84731e-18       0.00000e+00       7.84731e-18
  86.5600000       7.84751e-18       0.00000e+00       7.84751e-18
  86.5700000       7.86230e-18       0.00000e+00       7.86230e-18
  86.5800000       7.89347e-18       0.00000e+00       7.89347e-18
  86.5900000       7.98137e-18       0.00000e+00       7.98137e-18
  86.6000000       8.04681e-18       0.00000e+00       8.04681e-18
  86.6100000       8.07757e-18       0.00000e+00       8.07757e-18
  86.6200000       8.08157e-18       0.00000e+00       8.08157e-18
  86.6300000       8.03930e-18       0.00000e+00       8.03930e-18
  86.6400000       7.92166e-18       0.00000e+00       7.92166e-18
  86.6500000       7.85215e-18       0.00000e+00       7.85215e-18
  86.6600000       7.80150e-18       0.00000e+00       7.80150e-18
  86.6700000       7.77264e-18       0.00000e+00       7.77264e-18
  86.6800000       7.76499e-18       0.00000e+00       7.76499e-18
  86.6900000       7.78268e-18       0.00000e+00       7.78268e-18
  86.7000000       7.87462e-18       0.00000e+00       7.87462e-18
  86.7100000       7.90497e-18       0.00000e+00       7.90497e-18
  86.7200000       7.91465e-18       0.00000e+00       7.91465e-18
  86.7300000       7.97621e-18       0.00000e+00       7.97621e-18
  86.7400000       7.97996e-18       0.00000e+00       7.97996e-18
  86.7500000       7.95077e-18       0.00000e+00       7.95077e-18
  86.7600000       7.92193e-18       0.00000e+00       7.92193e-18
  86.7700000       7.87613e-18       0.00000e+00       7.87613e-18
  86.7800000       7.81691e-18       0.00000e+00       7.81691e-18
  86.7900000       7.75843e-18       0.00000e+00       7.75843e-18
  86.8000000       7.72838e-18       0.00000e+00       7.72838e-18
  86.8100000       7.72916e-18       0.00000e+00       7.72916e-18
  86.8200000       7.72993e-18       0.00000e+00       7.72993e-18
  86.8300000       7.75590e-18       0.00000e+00       7.75590e-18
  86.8400000       7.81669e-18       0.00000e+00       7.81669e-18
  86.8500000       7.82401e-18       0.00000e+00       7.82401e-18
  86.8600000       7.82478e-18       0.00000e+00       7.82478e-18
  86.8700000       7.82556e-18       0.00000e+00       7.82556e-18
  86.8800000       7.85162e-18       0.00000e+00       7.85162e-18
  86.8900000       7.90314e-18       0.00000e+00       7.90314e-18
  86.9000000       7.99752e-18       0.00000e+00       7.99752e-18
  86.9100000       8.01223e-18       0.00000e+00       8.01223e-18
  86.9200000       8.01301e-18       0.00000e+00       8.01301e-18
  86.9300000       8.01378e-18       0.00000e+00       8.01378e-18
  86.9400000       8.01454e-18       0.00000e+00       8.01454e-18
  86.9500000       8.01531e-18       0.00000e+00       8.01531e-18
  86.9600000       8.01608e-18       0.00000e+00       8.01608e-18
  86.9700000       7.99544e-18       0.00000e+00       7.99544e-18
  86.9800000       7.97175e-18       0.00000e+00       7.97175e-18
  86.9900000       7.97252e-18       0.00000e+00       7.97252e-18
  87.0000000       7.95388e-18       0.00000e+00       7.95388e-18
  87.0100000       7.92502e-18       0.00000e+00       7.92502e-18
  87.0200000       7.89618e-18       0.00000e+00       7.89618e-18
  87.0300000       7.90050e-18       0.00000e+00       7.90050e-18
  87.0400000       7.93047e-18       0.00000e+00       7.93047e-18
  87.0500000       7.93125e-18       0.00000e+00       7.93125e-18
  87.0600000       7.91728e-18       0.00000e+00       7.91728e-18
  87.0700000       7.88842e-18       0.00000e+00       7.88842e-18
  87.0800000       7.88767e-18       0.00000e+00       7.88767e-18
  87.0900000       7.88845e-18       0.00000e+00       7.88845e-18
  87.1000000       7.88923e-18       0.00000e+00       7.88923e-18
  87.1100000       7.89000e-18       0.00000e+00       7.89000e-18
  87.1200000       7.89077e-18       0.00000e+00       7.89077e-18
  87.1300000       7.89155e-18       0.00000e+00       7.89155e-18
  87.1400000       7.89232e-18       0.00000e+00       7.89232e-18
  87.1500000       7.88359e-18       0.00000e+00       7.88359e-18
  87.1600000       7.85473e-18       0.00000e+00       7.85473e-18
  87.1700000       7.82560e-18       0.00000e+00       7.82560e-18
  87.1800000       7.81088e-18       0.00000e+00       7.81088e-18
  87.1900000       7.84165e-18       0.00000e+00       7.84165e-18
  87.2000000       7.85106e-18       0.00000e+00       7.85106e-18
  87.2100000       7.85183e-18       0.00000e+00       7.85183e-18
  87.2200000       7.85261e-18       0.00000e+00       7.85261e-18
  87.2300000       7.81470e-18       0.00000e+00       7.81470e-18
  87.2400000       7.75930e-18       0.00000e+00       7.75930e-18
  87.2500000       7.73044e-18       0.00000e+00       7.73044e-18
  87.2600000       7.73489e-18       0.00000e+00       7.73489e-18
  87.2700000       7.76742e-18       0.00000e+00       7.76742e-18
  87.2800000       7.82898e-18       0.00000e+00       7.82898e-18
  87.2900000       7.85802e-18       0.00000e+00       7.85802e-18
  87.3000000       7.85881e-18       0.00000e+00       7.85881e-18
  87.3100000       7.85958e-18       0.00000e+00       7.85958e-18
  87.3200000       7.86035e-18       0.00000e+00       7.86035e-18
  87.3300000       7.86112e-18       0.00000e+00       7.86112e-18
  87.3400000       7.91990e-18       0.00000e+00       7.91990e-18
  87.3500000       7.94148e-18       0.00000e+00       7.94148e-18
  87.3600000       7.91262e-18       0.00000e+00       7.91262e-18
  87.3700000       7.99322e-18       0.00000e+00       7.99322e-18
  87.3800000       8.04855e-18       0.00000e+00       8.04855e-18
  87.3900000       8.04932e-18       0.00000e+00       8.04932e-18
  87.4000000       8.05009e-18       0.00000e+00       8.05009e-18
  87.4100000       8.05086e-18       0.00000e+00       8.05086e-18
  87.4200000       8.05164e-18       0.00000e+00       8.05164e-18
  87.4300000       8.07762e-18       0.00000e+00       8.07762e-18
  87.4400000       8.10866e-18       0.00000e+00       8.10866e-18
  87.4500000       8.13942e-18       0.00000e+00       8.13942e-18
  87.4600000       8.14651e-18       0.00000e+00       8.14651e-18
  87.4700000       8.16264e-18       0.00000e+00       8.16264e-18
  87.4800000       8.22265e-18       0.00000e+00       8.22265e-18
  87.4900000       8.21925e-18       0.00000e+00       8.21925e-18
  87.5000000       8.19009e-18       0.00000e+00       8.19009e-18
  87.5100000       8.16123e-18       0.00000e+00       8.16123e-18
  87.5200000       8.07617e-18       0.00000e+00       8.07617e-18
  87.5300000       7.96584e-18       0.00000e+00       7.96584e-18
  87.5400000       7.93662e-18       0.00000e+00       7.93662e-18
  87.5500000       7.94083e-18       0.00000e+00       7.94083e-18
  87.5600000       7.97068e-18       0.00000e+00       7.97068e-18
  87.5700000       7.97145e-18       0.00000e+00       7.97145e-18
  87.5800000       7.97223e-18       0.00000e+00       7.97223e-18
  87.5900000       7.97300e-18       0.00000e+00       7.97300e-18
  87.6000000       8.03287e-18       0.00000e+00       8.03287e-18
  87.6100000       8.07997e-18       0.00000e+00       8.07997e-18
  87.6200000       8.11073e-18       0.00000e+00       8.11073e-18
  87.6300000       8.14187e-18       0.00000e+00       8.14187e-18
  87.6400000       8.16040e-18       0.00000e+00       8.16040e-18
  87.6500000       8.16118e-18       0.00000e+00       8.16118e-18
  87.6600000       8.13537e-18       0.00000e+00       8.13537e-18
  87.6700000       8.11684e-18       0.00000e+00       8.11684e-18
  87.6800000       8.11761e-18       0.00000e+00       8.11761e-18
  87.6900000       7.97679e-18       0.00000e+00       7.97679e-18
  87.7000000       7.83084e-18       0.00000e+00       7.83084e-18
  87.7100000       7.77236e-18       0.00000e+00       7.77236e-18
  87.7200000       7.73373e-18       0.00000e+00       7.73373e-18
  87.7300000       7.70845e-18       0.00000e+00       7.70845e-18
  87.7400000       7.70923e-18       0.00000e+00       7.70923e-18
  87.7500000       7.74641e-18       0.00000e+00       7.74641e-18
  87.7600000       7.80256e-18       0.00000e+00       7.80256e-18
  87.7700000       7.80334e-18       0.00000e+00       7.80334e-18
  87.7800000       7.80411e-18       0.00000e+00       7.80411e-18
  87.7900000       7.80362e-18       0.00000e+00       7.80362e-18
  87.8000000       7.77441e-18       0.00000e+00       7.77441e-18
  87.8100000       7.73020e-18       0.00000e+00       7.73020e-18
  87.8200000       7.67172e-18       0.00000e+00       7.67172e-18
  87.8300000       7.64177e-18       0.00000e+00       7.64177e-18
  87.8400000       7.61292e-18       0.00000e+00       7.61292e-18
  87.8500000       7.58409e-18       0.00000e+00       7.58409e-18
  87.8600000       7.60678e-18       0.00000e+00       7.60678e-18
  87.8700000       7.63755e-18       0.00000e+00       7.63755e-18
  87.8800000       7.66831e-18       0.00000e+00       7.66831e-18
  87.8900000       7.65075e-18       0.00000e+00       7.65075e-18
  87.9000000       7.62152e-18       0.00000e+00       7.62152e-18
  87.9100000       7.59231e-18       0.00000e+00       7.59231e-18
  87.9200000       7.51828e-18       0.00000e+00       7.51828e-18
  87.9300000       7.43572e-18       0.00000e+00       7.43572e-18
  87.9400000       7.37724e-18       0.00000e+00       7.37724e-18
  87.9500000       7.35837e-18       0.00000e+00       7.35837e-18
  87.9600000       7.36336e-18       0.00000e+00       7.36336e-18
  87.9700000       7.39453e-18       0.00000e+00       7.39453e-18
  87.9800000       7.44431e-18       0.00000e+00       7.44431e-18
  87.9900000       7.50211e-18       0.00000e+00       7.50211e-18
  88.0000000       7.53287e-18       0.00000e+00       7.53287e-18
  88.0100000       7.54655e-18       0.00000e+00       7.54655e-18
  88.0200000       7.54854e-18       0.00000e+00       7.54854e-18
  88.0300000       7.57931e-18       0.00000e+00       7.57931e-18
  88.0400000       7.61007e-18       0.00000e+00       7.61007e-18
  88.0500000       7.64083e-18       0.00000e+00       7.64083e-18
  88.0600000       7.64219e-18       0.00000e+00       7.64219e-18
  88.0700000       7.68716e-18       0.00000e+00       7.68716e-18
  88.0800000       7.78143e-18       0.00000e+00       7.78143e-18
  88.0900000       7.78220e-18       0.00000e+00       7.78220e-18
  88.1000000       7.76882e-18       0.00000e+00       7.76882e-18
  88.1100000       7.73958e-18       0.00000e+00       7.73958e-18
  88.1200000       7.71037e-18       0.00000e+00       7.71037e-18
  88.1300000       7.63533e-18       0.00000e+00       7.63533e-18
  88.1400000       7.49514e-18       0.00000e+00       7.49514e-18
  88.1500000       7.46559e-18       0.00000e+00       7.46559e-18
  88.1600000       7.46637e-18       0.00000e+00       7.46637e-18
  88.1700000       7.46714e-18       0.00000e+00       7.46714e-18
  88.1800000       7.48998e-18       0.00000e+00       7.48998e-18
  88.1900000       7.52115e-18       0.00000e+00       7.52115e-18
  88.2000000       7.55232e-18       0.00000e+00       7.55232e-18
  88.2100000       7.56203e-18       0.00000e+00       7.56203e-18
  88.2200000       7.57342e-18       0.00000e+00       7.57342e-18
  88.2300000       7.63417e-18       0.00000e+00       7.63417e-18
  88.2400000       7.63693e-18       0.00000e+00       7.63693e-18
  88.2500000       7.61098e-18       0.00000e+00       7.61098e-18
  88.2600000       7.61176e-18       0.00000e+00       7.61176e-18
  88.2700000       7.59569e-18       0.00000e+00       7.59569e-18
  88.2800000       7.56741e-18       0.00000e+00       7.56741e-18
  88.2900000       7.56818e-18       0.00000e+00       7.56818e-18
  88.3000000       7.71637e-18       0.00000e+00       7.71637e-18
  88.3100000       7.98633e-18       0.00000e+00       7.98633e-18
  88.3200000       8.01709e-18       0.00000e+00       8.01709e-18
  88.3300000       7.92427e-18       0.00000e+00       7.92427e-18
  88.3400000       7.74891e-18       0.00000e+00       7.74891e-18
  88.3500000       7.63558e-18       0.00000e+00       7.63558e-18
  88.3600000       7.53459e-18       0.00000e+00       7.53459e-18
  88.3700000       7.44866e-18       0.00000e+00       7.44866e-18
  88.3800000       7.59269e-18       0.00000e+00       7.59269e-18
  88.3900000       7.71357e-18       0.00000e+00       7.71357e-18
  88.4000000       7.71434e-18       0.00000e+00       7.71434e-18
  88.4100000       7.71511e-18       0.00000e+00       7.71511e-18
  88.4200000       7.70778e-18       0.00000e+00       7.70778e-18
  88.4300000       7.67894e-18       0.00000e+00       7.67894e-18
  88.4400000       7.62810e-18       0.00000e+00       7.62810e-18
  88.4500000       7.57478e-18       0.00000e+00       7.57478e-18
  88.4600000       7.54592e-18       0.00000e+00       7.54592e-18
  88.4700000       7.61789e-18       0.00000e+00       7.61789e-18
  88.4800000       7.69719e-18       0.00000e+00       7.69719e-18
  88.4900000       7.57801e-18       0.00000e+00       7.57801e-18
  88.5000000       7.53857e-18       0.00000e+00       7.53857e-18
  88.5100000       7.52384e-18       0.00000e+00       7.52384e-18
  88.5200000       7.41044e-18       0.00000e+00       7.41044e-18
  88.5300000       7.35730e-18       0.00000e+00       7.35730e-18
  88.5400000       7.35806e-18       0.00000e+00       7.35806e-18
  88.5500000       7.41754e-18       0.00000e+00       7.41754e-18
  88.5600000       7.46502e-18       0.00000e+00       7.46502e-18
  88.5700000       7.49618e-18       0.00000e+00       7.49618e-18
  88.5800000       7.52735e-18       0.00000e+00       7.52735e-18
  88.5900000       7.55853e-18       0.00000e+00       7.55853e-18
  88.6000000       7.58972e-18       0.00000e+00       7.58972e-18
  88.6100000       7.59293e-18       0.00000e+00       7.59293e-18
  88.6200000       7.58200e-18       0.00000e+00       7.58200e-18
  88.6300000       7.55279e-18       0.00000e+00       7.55279e-18
  88.6400000       7.54936e-18       0.00000e+00       7.54936e-18
  88.6500000       7.55014e-18       0.00000e+00       7.55014e-18
  88.6600000       7.55091e-18       0.00000e+00       7.55091e-18
  88.6700000       7.55168e-18       0.00000e+00       7.55168e-18
  88.6800000       7.55245e-18       0.00000e+00       7.55245e-18
  88.6900000       7.55323e-18       0.00000e+00       7.55323e-18
  88.7000000       7.53201e-18       0.00000e+00       7.53201e-18
  88.7100000       7.50888e-18       0.00000e+00       7.50888e-18
  88.7200000       7.50965e-18       0.00000e+00       7.50965e-18
  88.7300000       7.53033e-18       0.00000e+00       7.53033e-18
  88.7400000       7.55708e-18       0.00000e+00       7.55708e-18
  88.7500000       7.55785e-18       0.00000e+00       7.55785e-18
  88.7600000       7.55863e-18       0.00000e+00       7.55863e-18
  88.7700000       7.55659e-18       0.00000e+00       7.55659e-18
  88.7800000       7.52775e-18       0.00000e+00       7.52775e-18
  88.7900000       7.51506e-18       0.00000e+00       7.51506e-18
  88.8000000       7.51583e-18       0.00000e+00       7.51583e-18
  88.8100000       7.51659e-18       0.00000e+00       7.51659e-18
  88.8200000       7.53136e-18       0.00000e+00       7.53136e-18
  88.8300000       7.56214e-18       0.00000e+00       7.56214e-18
  88.8400000       7.56479e-18       0.00000e+00       7.56479e-18
  88.8500000       7.55333e-18       0.00000e+00       7.55333e-18
  88.8600000       7.52410e-18       0.00000e+00       7.52410e-18
  88.8700000       7.44314e-18       0.00000e+00       7.44314e-18
  88.8800000       7.37445e-18       0.00000e+00       7.37445e-18
  88.8900000       7.34524e-18       0.00000e+00       7.34524e-18
  88.9000000       7.34000e-18       0.00000e+00       7.34000e-18
  88.9100000       7.34890e-18       0.00000e+00       7.34890e-18
  88.9200000       7.37966e-18       0.00000e+00       7.37966e-18
  88.9300000       7.38820e-18       0.00000e+00       7.38820e-18
  88.9400000       7.38896e-18       0.00000e+00       7.38896e-18
  88.9500000       7.38973e-18       0.00000e+00       7.38973e-18
  88.9600000       7.54337e-18       0.00000e+00       7.54337e-18
  88.9700000       7.71256e-18       0.00000e+00       7.71256e-18
  88.9800000       7.71333e-18       0.00000e+00       7.71333e-18
  88.9900000       7.69215e-18       0.00000e+00       7.69215e-18
  89.0000000       7.68625e-18       0.00000e+00       7.68625e-18
  89.0100000       7.77699e-18       0.00000e+00       7.77699e-18
  89.0200000       7.76895e-18       0.00000e+00       7.76895e-18
  89.0300000       7.71382e-18       0.00000e+00       7.71382e-18
  89.0400000       7.68496e-18       0.00000e+00       7.68496e-18
  89.0500000       7.68996e-18       0.00000e+00       7.68996e-18
  89.0600000       7.71786e-18       0.00000e+00       7.71786e-18
  89.0700000       7.68865e-18       0.00000e+00       7.68865e-18
  89.0800000       7.62797e-18       0.00000e+00       7.62797e-18
  89.0900000       7.53871e-18       0.00000e+00       7.53871e-18
  89.1000000       7.53905e-18       0.00000e+00       7.53905e-18
  89.1100000       7.52586e-18       0.00000e+00       7.52586e-18
  89.1200000       7.49663e-18       0.00000e+00       7.49663e-18
  89.1300000       7.49549e-18       0.00000e+00       7.49549e-18
  89.1400000       7.52064e-18       0.00000e+00       7.52064e-18
  89.1500000       7.58143e-18       0.00000e+00       7.58143e-18
  89.1600000       7.58957e-18       0.00000e+00       7.58957e-18
  89.1700000       7.59034e-18       0.00000e+00       7.59034e-18
  89.1800000       7.59110e-18       0.00000e+00       7.59110e-18
  89.1900000       7.59187e-18       0.00000e+00       7.59187e-18
  89.2000000       7.58469e-18       0.00000e+00       7.58469e-18
  89.2100000       7.55583e-18       0.00000e+00       7.55583e-18
  89.2200000       7.52698e-18       0.00000e+00       7.52698e-18
  89.2300000       7.50317e-18       0.00000e+00       7.50317e-18
  89.2400000       7.50394e-18       0.00000e+00       7.50394e-18
  89.2500000       7.50472e-18       0.00000e+00       7.50472e-18
  89.2600000       7.50214e-18       0.00000e+00       7.50214e-18
  89.2700000       7.47293e-18       0.00000e+00       7.47293e-18
  89.2800000       7.44370e-18       0.00000e+00       7.44370e-18
  89.2900000       7.41764e-18       0.00000e+00       7.41764e-18
  89.3000000       7.44881e-18       0.00000e+00       7.44881e-18
  89.3100000       7.44720e-18       0.00000e+00       7.44720e-18
  89.3200000       7.41838e-18       0.00000e+00       7.41838e-18
  89.3300000       7.41915e-18       0.00000e+00       7.41915e-18
  89.3400000       7.40560e-18       0.00000e+00       7.40560e-18
  89.3500000       7.37676e-18       0.00000e+00       7.37676e-18
  89.3600000       7.34791e-18       0.00000e+00       7.34791e-18
  89.3700000       7.34184e-18       0.00000e+00       7.34184e-18
  89.3800000       7.37223e-18       0.00000e+00       7.37223e-18
  89.3900000       7.40361e-18       0.00000e+00       7.40361e-18
  89.4000000       7.42455e-18       0.00000e+00       7.42455e-18
  89.4100000       7.42532e-18       0.00000e+00       7.42532e-18
  89.4200000       7.40161e-18       0.00000e+00       7.40161e-18
  89.4300000       7.38098e-18       0.00000e+00       7.38098e-18
  89.4400000       7.38176e-18       0.00000e+00       7.38176e-18
  89.4500000       7.38253e-18       0.00000e+00       7.38253e-18
  89.4600000       7.36979e-18       0.00000e+00       7.36979e-18
  89.4700000       7.31131e-18       0.00000e+00       7.31131e-18
  89.4800000       7.29307e-18       0.00000e+00       7.29307e-18
  89.4900000       7.29831e-18       0.00000e+00       7.29831e-18
  89.5000000       7.32907e-18       0.00000e+00       7.32907e-18
  89.5100000       7.32292e-18       0.00000e+00       7.32292e-18
  89.5200000       7.30041e-18       0.00000e+00       7.30041e-18
  89.5300000       7.36196e-18       0.00000e+00       7.36196e-18
  89.5400000       7.40628e-18       0.00000e+00       7.40628e-18
  89.5500000       7.43612e-18       0.00000e+00       7.43612e-18
  89.5600000       7.43690e-18       0.00000e+00       7.43690e-18
  89.5700000       7.43767e-18       0.00000e+00       7.43767e-18
  89.5800000       7.43844e-18       0.00000e+00       7.43844e-18
  89.5900000       7.53149e-18       0.00000e+00       7.53149e-18
  89.6000000       7.57769e-18       0.00000e+00       7.57769e-18
  89.6100000       7.57847e-18       0.00000e+00       7.57847e-18
  89.6200000       7.57924e-18       0.00000e+00       7.57924e-18
  89.6300000       7.58001e-18       0.00000e+00       7.58001e-18
  89.6400000       7.58077e-18       0.00000e+00       7.58077e-18
  89.6500000       7.60893e-18       0.00000e+00       7.60893e-18
  89.6600000       7.61669e-18       0.00000e+00       7.61669e-18
  89.6700000       7.58746e-18       0.00000e+00       7.58746e-18
  89.6800000       7.55854e-18       0.00000e+00       7.55854e-18
  89.6900000       7.53874e-18       0.00000e+00       7.53874e-18
  89.7000000       7.53951e-18       0.00000e+00       7.53951e-18
  89.7100000       7.47223e-18       0.00000e+00       7.47223e-18
  89.7200000       7.39726e-18       0.00000e+00       7.39726e-18
  89.7300000       7.36840e-18       0.00000e+00       7.36840e-18
  89.7400000       7.37902e-18       0.00000e+00       7.37902e-18
  89.7500000       7.41019e-18       0.00000e+00       7.41019e-18
  89.7600000       7.44136e-18       0.00000e+00       7.44136e-18
  89.7700000       7.53272e-18       0.00000e+00       7.53272e-18
  89.7800000       7.64249e-18       0.00000e+00       7.64249e-18
  89.7900000       7.67327e-18       0.00000e+00       7.67327e-18
  89.8000000       7.68491e-18       0.00000e+00       7.68491e-18
  89.8100000       7.68245e-18       0.00000e+00       7.68245e-18
  89.8200000       7.65322e-18       0.00000e+00       7.65322e-18
  89.8300000       7.57444e-18       0.00000e+00       7.57444e-18
  89.8400000       7.45961e-18       0.00000e+00       7.45961e-18
  89.8500000       7.42998e-18       0.00000e+00       7.42998e-18
  89.8600000       7.38808e-18       0.00000e+00       7.38808e-18
  89.8700000       7.32960e-18       0.00000e+00       7.32960e-18
  89.8800000       7.27112e-18       0.00000e+00       7.27112e-18
  89.8900000       7.25408e-18       0.00000e+00       7.25408e-18
  89.9000000       7.31642e-18       0.00000e+00       7.31642e-18
  89.9100000       7.35187e-18       0.00000e+00       7.35187e-18
  89.9200000       7.39233e-18       0.00000e+00       7.39233e-18
  89.9300000       7.45308e-18       0.00000e+00       7.45308e-18
  89.9400000       7.44247e-18       0.00000e+00       7.44247e-18
  89.9500000       7.39798e-18       0.00000e+00       7.39798e-18
  89.9600000       7.31101e-18       0.00000e+00       7.31101e-18
  89.9700000       7.22325e-18       0.00000e+00       7.22325e-18
  89.9800000       7.14814e-18       0.00000e+00       7.14814e-18
  89.9900000       7.14891e-18       0.00000e+00       7.14891e-18
  90.0000000       7.18769e-18       0.00000e+00       7.18769e-18
  90.0100000       7.24609e-18       0.00000e+00       7.24609e-18
  90.0200000       7.27726e-18       0.00000e+00       7.27726e-18
  90.0300000       7.27144e-18       0.00000e+00       7.27144e-18
  90.0400000       7.24662e-18       0.00000e+00       7.24662e-18
  90.0500000       7.27779e-18       0.00000e+00       7.27779e-18
  90.0600000       7.29201e-18       0.00000e+00       7.29201e-18
